generation,best_fitness
0,23
1,23
2,23
3,25
4,25
5,25
6,25
7,25
8,25
9,27
10,27
11,27
12,27
13,27
14,27
15,27
16,27
17,27
18,27
19,27
20,27
21,27
22,28
23,28
24,28
25,28
26,28
27,28
28,28
29,29
30,29
31,29
32,29
33,29
34,29
35,29
36,30
37,30
38,30
39,30
40,30
41,30
42,30
43,30
44,30
45,30
46,30
47,30
48,30
49,30
50,30
51,30
52,30
53,30
54,30
55,30
56,30
57,30
58,30
59,30
60,30
61,30
62,30
63,30
64,30
65,30
66,30
67,30
68,30
69,30
70,30
71,30
72,30
73,30
74,30
75,30
76,30
77,30
78,30
79,30
80,30
81,30
82,31
83,31
84,31
85,31
86,31
87,31
88,31
89,31
90,31
91,31
92,31
93,31
94,31
95,31
96,31
97,31
98,31
99,31
100,31
101,31
102,31
103,31
104,31
105,31
106,31
107,31
108,31
109,31
110,31
111,31
112,31
113,31
114,31
115,31
116,32
