generation,best_fitness
0,22
1,24
2,26
3,26
4,27
5,27
6,27
7,27
8,28
9,28
10,28
11,28
12,28
13,28
14,29
15,29
16,29
17,29
18,29
19,29
20,29
21,29
22,29
23,29
24,29
25,29
26,29
27,29
28,29
29,29
30,30
31,30
32,30
33,30
34,30
35,30
36,30
37,30
38,30
39,30
40,30
41,30
42,30
43,30
44,30
45,30
46,30
47,30
48,30
49,31
50,31
51,31
52,31
53,31
54,31
55,31
56,31
57,31
58,31
59,31
60,31
61,31
62,31
63,31
64,31
65,31
66,31
67,31
68,31
69,31
70,31
71,31
72,31
73,31
74,31
75,31
76,31
77,31
78,31
79,31
80,31
81,31
82,31
83,31
84,31
85,31
86,31
87,31
88,31
89,31
90,31
91,31
92,31
93,31
94,31
95,31
96,32
